code,title
D10AX05,DAPSONE
N06DA04,GALANTAMINE
D01AE12,SALICYLIC ACID
N01AX63,"NITROUS OXIDE, COMBINATIONS"
L04AX,OTHER IMMUNOSUPPRESSANTS
L04AX02,THALIDOMIDE
A03AA07,DICYCLOVERINE
J01CA17,TEMOCILLIN
L04AX01,AZATHIOPRINE
D11AX06,MEQUINOL
n07,OTHER NERVOUS SYSTEM DRUGS
n07a,PARASYMPATHOMIMETICS
n07aa,ANTICHOLINESTERASES
n07aa02,PYRIDOSTIGMINE
A07X,OTHER ANTIDIARRHEALS
A07XA,OTHER ANTIDIARRHEALS
A07XA04,RACECADOTRIL
C02AC02,GUANFACINE
A14AA07,PRASTERONE
A05AA01,CHENODEOXYCHOLIC ACID
N06BX18,VINPOCETINE
V03AH,DRUGS FOR TREATMENT OF HYPOGLYCEMIA
V03AH01,DIAZOXIDE
L01BC53,"TEGAFUR, COMBINATIONS"
B01AA07,ACENOCOUMAROL
A01AB,ANTIINFECTIVES AND ANTISEPTICS FOR LOCAL ORAL TREATMENT
A01AB04,AMPHOTERICIN B
C09DX01,"VALSARTAN, AMLODIPINE AND HYDROCHLOROTHIAZIDE"
V08AD,NON-WATERSOLUBLE X-RAY CONTRAST MEDIA
V08AD01,ETHYL ESTERS OF IODISED FATTY ACIDS
M09AB,ENZYMES
M09AB02,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM
J05AH,NEURAMINIDASE INHIBITORS
J05AH02,OSELTAMIVIR
S01AD09,GANCICLOVIR
D07AA03,PREDNISOLONE
L01XY,COMBINATIONS OF ANTINEOPLASTIC AGENTS
R03DA04,THEOPHYLLINE
J05AG01,NEVIRAPINE
L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES
L01FF,PD-1/PDL-1 (PROGRAMMED CELL DEATH PROTEIN 1/DEATH LIGAND 1) INHIBITORS
L01FF03,DURVALUMAB
A10BD11,METFORMIN AND LINAGLIPTIN
D10AD03,ADAPALENE
M01AE51,"IBUPROFEN, COMBINATIONS"
H02AA03,DESOXYCORTONE
L04AC05,USTEKINUMAB
R05DA20,COMBINATIONS
D11AX18,DICLOFENAC
J04B,DRUGS FOR TREATMENT OF LEPRA
J04BA,DRUGS FOR TREATMENT OF LEPRA
J04BA02,DAPSONE
N02CA01,DIHYDROERGOTAMINE
C08DB,BENZOTHIAZEPINE DERIVATIVES
C08DB01,DILTIAZEM
n01,ANESTHETICS
n01b,"ANESTHETICS, LOCAL"
n01bb,AMIDES
n01bb52,"LIDOCAINE, COMBINATIONS"
A10BX04,EXENATIDE
A07DA01,DIPHENOXYLATE
B02A,ANTIFIBRINOLYTICS
B02AA,AMINO ACIDS
B02AA02,TRANEXAMIC ACID
N02AA05,OXYCODONE
M03AC11,CISATRACURIUM
L01XC,MONOCLONAL ANTIBODIES
L01XC02,RITUXIMAB
A12AA12,CALCIUM ACETATE ANHYDROUS
J06A,IMMUNE SERA
J06AA,IMMUNE SERA
C03X,OTHER DIURETICS
C03XA,VASOPRESSIN ANTAGONISTS
C03XA01,TOLVAPTAN
S01EE03,BIMATOPROST
L01AB,ALKYL SULFONATES
L01AB01,BUSULFAN
N07CA02,CINNARIZINE
D06BA51,"SILVER SULFADIAZINE, COMBINATIONS"
N06BX06,CITICOLINE
J02AX01,FLUCYTOSINE
J06AA01,DIPHTHERIA ANTITOXIN
G01AA10,CLINDAMYCIN
N05BA09,CLOBAZAM
R05DB,OTHER COUGH SUPPRESSANTS
R05DB03,CLOBUTINOL
C10AB01,CLOFIBRATE
G03AC09,DESOGESTREL
V04CM,TESTS FOR FERTILITY DISTURBANCES
V04CM01,GONADORELIN
C02AC,IMIDAZOLINE RECEPTOR AGONISTS
C02AC01,CLONIDINE
N04BC06,CABERGOLINE
J01GB01,TOBRAMYCIN
D10AD01,TRETINOIN
A06AB,CONTACT LAXATIVES
A06AB02,BISACODYL
B01AF02,APIXABAN
B02BD06,VON WILLEBRAND FACTOR AND COAGULATION FACTOR VIII IN COMBINATION
J05AE08,ATAZANAVIR
L04AB01,ETANERCEPT
J04AB30,CAPREOMYCIN
H01CC02,CETRORELIX
R06AX27,DESLORATADINE
V09AA01,TECHNETIUM (SUP99M/SUPTC) EXAMETAZIME
A10BX12,EMPAGLIFLOZIN
D05AA,TARS
J07AM,TETANUS VACCINES
J07AM51,"TETANUS TOXOID, COMBINATIONS WITH DIPHTHERIA TOXOID"
B01AC05,TICLOPIDINE
N02BA04,SODIUM SALICYLATE
M01C,SPECIFIC ANTIRHEUMATIC AGENTS
M01CB,GOLD PREPARATIONS
M01CB01,SODIUM AUROTHIOMALATE
B01AC13,ABCIXIMAB
A10AB05,INSULIN ASPART
R03AK13,SALBUTAMOL AND BECLOMETASONE
J04AB05,RIFAPENTINE
R06AD03,THIETHYLPERAZINE
A07B,INTESTINAL ADSORBENTS
A07BA,CHARCOAL PREPARATIONS
J07BH,ROTA VIRUS DIARRHEA VACCINES
J07BH01,"ROTA VIRUS, LIVE ATTENUATED"
A11HA03,TOCOPHEROL (VIT E)
B05ZB,HEMOFILTRATES
R03AK08,FORMOTEROL AND BECLOMETASONE
N05AD08,DROPERIDOL
D02B,PROTECTIVES AGAINST UV-RADIATION
D02BA,PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE
D02BA01,AMINOBENZOIC ACID
N05AH05,ASENAPINE
R03CC03,TERBUTALINE
B01AC09,EPOPROSTENOL
J01AA07,TETRACYCLINE
P02CA02,TIABENDAZOLE
N05AC,PHENOTHIAZINES WITH PIPERIDINE STRUCTURE
N05AC02,THIORIDAZINE
N05AF04,TIOTIXENE
M01AB03,TOLMETIN
D01AE18,TOLNAFTATE
N06AX05,TRAZODONE
D10AD53,"ADAPALENE, COMBINATIONS"
A07AA09,VANCOMYCIN
H01BB03,CARBETOCIN
A10AD,"INSULINS AND ANALOGUES FOR INJECTION, INTERMEDIATE- OR LONG-ACTING COMBINED WITH FAST-ACTING"
A10AD04,INSULIN LISPRO
A02BX05,BISMUTH SUBCITRATE
C09B,"ACE INHIBITORS, COMBINATIONS"
C09BA,ACE INHIBITORS AND DIURETICS
C09BA03,LISINOPRIL AND DIURETICS
B01AD11,TENECTEPLASE
D10AD51,"TRETINOIN, COMBINATIONS"
S01AE01,OFLOXACIN
N07XX09,DIMETHYL FUMARATE
J05AX,OTHER ANTIVIRALS
B01AF,DIRECT FACTOR XA INHIBITORS
B01AF01,RIVAROXABAN
l,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
l03,IMMUNOSTIMULANTS
l03a,IMMUNOSTIMULANTS
l03aa,COLONY STIMULATING FACTORS
l03aa13,PEGFILGRASTIM
l01,ANTINEOPLASTIC AGENTS
l01x,OTHER ANTINEOPLASTIC AGENTS
l01xx,OTHER ANTINEOPLASTIC AGENTS
l01xx23,MITOTANE
J01FA02,SPIRAMYCIN
J07AL,PNEUMOCOCCAL VACCINES
J07AL02,"PNEUMOCOCCUS, PURIFIED POLYSACCHARIDES ANTIGEN CONJUGATED"
L01AD,NITROSOUREAS
L01AD01,CARMUSTINE
L01AA02,CHLORAMBUCIL
N01AB06,ISOFLURANE
N01AB08,SEVOFLURANE
L01AX04,DACARBAZINE
L02AB02,MEDROXYPROGESTERONE
J01EC,INTERMEDIATE-ACTING SULFONAMIDES
J01EC02,SULFADIAZINE
C01CA03,NOREPINEPHRINE
B02BD02,COAGULATION FACTOR VIII
C01BA,"ANTIARRHYTHMICS, CLASS IA"
C01BA02,PROCAINAMIDE
N03AG04,VIGABATRIN
C01BA03,DISOPYRAMIDE
L01BB07,NELARABINE
G03GA06,FOLLITROPIN BETA
H01CB03,LANREOTIDE
L03AB04,INTERFERON ALFA-2A
C01BB02,MEXILETINE
A10BD19,LINAGLIPTIN AND EMPAGLIFLOZIN
C02KX04,MACITENTAN
L04AC10,SECUKINUMAB
L03AB13,PEGINTERFERON BETA-1A
P02B,ANTITREMATODALS
P02BX,OTHER ANTITREMATODAL AGENTS
P02BX04,TRICLABENDAZOLE
P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS
P01CB,ANTIMONY COMPOUNDS
P01CB01,MEGLUMINE ANTIMONATE
L01AD02,LOMUSTINE
B02BD13,COAGULATION FACTOR X
L04AA25,ECULIZUMAB
R01AD58,"FLUTICASONE, COMBINATIONS"
j,ANTIINFECTIVES FOR SYSTEMIC USE
j05,ANTIVIRALS FOR SYSTEMIC USE
j05a,DIRECT ACTING ANTIVIRALS
j05af,NUCLEOSIDE AND NUCLEOTIDE REVERSE TRANSCRIPTASE INHIBITORS
j05af06,ABACAVIR
A10BB12,GLIMEPIRIDE
R03AL03,VILANTEROL AND UMECLIDINIUM BROMIDE
D11AX21,BRIMONIDINE
G04CA52,TAMSULOSIN AND DUTASTERIDE
L01XX09,MILTEFOSINE
D10AB,PREPARATIONS CONTAINING SULFUR
D10AB02,SULFUR
A16AB04,AGALSIDASE BETA
J01DD52,CEFTAZIDIME AND BETA-LACTAMASE INHIBITOR
J07BK02,"ZOSTER, LIVE ATTENUATED"
L01XC24,DARATUMUMAB
B02BC,LOCAL HEMOSTATICS
N02BA51,"ACETYLSALICYLIC ACID, COMBINATIONS EXCL. PSYCHOLEPTICS"
L01XE24,PONATINIB
J06AA04,BOTULINUM ANTITOXIN
